nmun,desciel,dh,dirvienc,dirvieng,dpt,dsem,hloc,hr,ides,idmun,lat,lon,nes,nhor,prec,probprec,raf,temp,velvien
San Luis Potosí,Despejado,6,Este,69.63,18.76,Lunes,2023-09-11 14:00:00,22.12,24,28,22.1517,-100.9770,San Luis Potosí,114, 0.00, 0.00,23.56,29.70,21.81
San Luis Río Colorado,Poco nuboso,7,Sureste,152.60,26.95,Lunes,2023-09-11 14:00:00,25.17,26,55,32.4798,-114.7796,Sonora,114, 0.00, 0.00,31.60,38.42,25.58
San Luis de la Paz,Despejado,6,Noreste,57.55,17.98,Lunes,2023-09-11 14:00:00,22.99,11,33,21.2988,-100.5151,Guanajuato,114, 0.00, 0.00,27.64,28.57,26.70
San Luis del Cordero,Despejado,6,Este,106.56,19.84,Lunes,2023-09-11 14:00:00,16.76,10,29,25.4176,-104.2778,Durango,114, 0.00, 0.00,13.83,33.01,13.36
San Marcial Ozolotepec,Cielo cubierto,6,Sur,171.66,23.10,Lunes,2023-09-11 14:00:00,81.95,20,236,16.0893,-96.4059,Oaxaca,114, 1.94,95.00, 6.11,24.55, 4.79
San Marcos,Cielo cubierto,6,Suroeste,218.97,28.31,Lunes,2023-09-11 14:00:00,55.12,12,53,16.7973,-99.3900,Guerrero,114, 0.09, 0.00,11.14,32.86,10.17
San Marcos Arteaga,Cielo cubierto,6,Noroeste,303.52,17.63,Lunes,2023-09-11 14:00:00,35.97,20,237,17.7196,-97.8611,Oaxaca,114, 0.05, 0.00,10.65,24.89, 8.18
San Martín Chalchicuautla,Poco nuboso,6,Este,100.30,28.47,Lunes,2023-09-11 14:00:00,28.29,24,29,21.3697,-98.6572,San Luis Potosí,114, 0.00, 0.00, 8.67,38.29, 7.23
San Martín Hidalgo,Despejado,6,Sureste,130.55,21.60,Lunes,2023-09-11 14:00:00,30.47,14,77,20.4350,-103.9286,Jalisco,114, 0.00, 0.00,12.43,30.35, 3.74
San Martín Huamelúlpam,Cielo cubierto,6,Sur,175.60,16.26,Lunes,2023-09-11 14:00:00,49.46,20,239,17.3974,-97.6024,Oaxaca,114, 0.35, 0.00, 8.16,21.16, 7.91
San Martín Itunyoso,Cielo cubierto,6,Suroeste,222.93,17.71,Lunes,2023-09-11 14:00:00,61.62,20,240,17.2290,-97.8815,Oaxaca,114, 1.09, 0.00, 5.79,21.10, 4.92
San Martín Lachilá,Cielo cubierto,6,Sureste,126.17,21.37,Lunes,2023-09-11 14:00:00,52.93,20,241,16.6109,-96.8494,Oaxaca,114, 0.70, 0.00, 7.63,25.97, 4.45
San Martín Peras,Cielo cubierto,6,Suroeste,239.64,16.08,Lunes,2023-09-11 14:00:00,59.68,20,242,17.3605,-98.2384,Oaxaca,114, 0.81, 0.00, 6.70,19.66, 6.20
San Martín Texmelucan,Cielo cubierto,6,Sureste,146.32,12.28,Lunes,2023-09-11 14:00:00,32.18,21,132,19.2829,-98.4355,Puebla,114, 0.10, 0.00, 9.02,20.01, 7.59
San Martín Tilcajete,Cielo cubierto,6,Este,100.91,21.41,Lunes,2023-09-11 14:00:00,47.92,20,243,16.8589,-96.6956,Oaxaca,114, 0.30, 0.00, 7.92,26.75, 5.62
San Martín Totoltepec,Cielo cubierto,6,Suroeste,203.20,19.44,Lunes,2023-09-11 14:00:00,35.78,21,133,18.6492,-98.3464,Puebla,114, 0.00, 0.00,12.22,26.84,10.22
San Martín Toxpalan,Cielo cubierto,6,Este,88.70,20.84,Lunes,2023-09-11 14:00:00,40.44,20,244,18.1007,-97.0590,Oaxaca,114, 0.00, 0.00, 8.87,27.41, 7.86
San Martín Zacatepec,Cielo cubierto,6,Oeste,290.18,17.83,Lunes,2023-09-11 14:00:00,37.60,20,245,17.8079,-98.0609,Oaxaca,114, 0.01, 0.00,10.77,24.77, 8.73
San Martín de Bolaños,Despejado,6,Suroeste,241.66,19.50,Lunes,2023-09-11 14:00:00,28.13,14,76,21.6836,-103.8142,Jalisco,114, 0.00, 0.00,18.40,28.71, 8.00
San Martín de las Pirámides,Poco nuboso,6,Noreste,56.11,13.04,Lunes,2023-09-11 14:00:00,24.94,15,75,19.7048,-98.8345,Estado de México,114, 0.00, 0.00,13.89,22.63,13.57
San Martín de los Cansecos,Cielo cubierto,6,Este,95.80,21.64,Lunes,2023-09-11 14:00:00,47.29,20,238,16.6565,-96.7290,Oaxaca,114, 0.18, 0.00, 9.14,27.08, 5.54
San Mateo Atenco,Cielo cubierto,6,Noreste,58.37, 9.88,Lunes,2023-09-11 14:00:00,33.07,15,76,19.2642,-99.5297,Estado de México,114, 0.16, 0.00,11.69,17.27,11.00
San Mateo Cajonos,Cielo nublado,6,Noreste,53.83,20.78,Lunes,2023-09-11 14:00:00,65.49,20,246,17.1618,-96.2090,Oaxaca,114, 0.73, 0.00, 9.07,23.81, 8.81
San Mateo Etlatongo,Cielo cubierto,6,Noreste,52.23,16.10,Lunes,2023-09-11 14:00:00,52.21,20,250,17.4148,-97.2717,Oaxaca,114, 0.16, 0.00,10.94,20.61, 8.35
San Mateo Nejápam,Cielo cubierto,6,Noroeste,317.50,15.67,Lunes,2023-09-11 14:00:00,48.34,20,251,17.6556,-98.4170,Oaxaca,114, 0.03, 0.00, 4.68,20.70, 4.00
San Mateo Peñasco,Cielo cubierto,6,Sur,162.24,17.40,Lunes,2023-09-11 14:00:00,51.70,20,252,17.1508,-97.5336,Oaxaca,114, 0.36, 0.00, 7.02,22.02, 6.55
San Mateo Piñas,Cielo cubierto,6,Sur,170.81,24.61,Lunes,2023-09-11 14:00:00,75.76,20,253,15.9995,-96.3352,Oaxaca,114, 1.90,95.00, 7.83,26.65, 6.16
San Mateo Río Hondo,Cielo cubierto,6,Sureste,138.20,21.44,Lunes,2023-09-11 14:00:00,79.30,20,254,16.1442,-96.4484,Oaxaca,114, 1.96,87.50, 6.57,23.11, 5.81
San Mateo Sindihui,Cielo cubierto,6,Suroeste,244.67,18.79,Lunes,2023-09-11 14:00:00,52.98,20,255,17.0042,-97.3512,Oaxaca,114, 0.79, 0.00, 6.34,23.30, 4.03
San Mateo Tlapiltepec,Cielo cubierto,6,Este,70.91,16.05,Lunes,2023-09-11 14:00:00,42.46,20,256,17.8106,-97.4312,Oaxaca,114, 0.04, 0.00,13.08,22.02,10.28
San Mateo Yoloxochitlán,Cielo cubierto,6,Noreste,66.30,21.87,Lunes,2023-09-11 14:00:00,48.67,20,249,18.1437,-96.8684,Oaxaca,114, 0.00, 0.00, 9.23,27.11, 7.97
San Mateo Yucutindoo,Cielo cubierto,6,Suroeste,216.36,20.90,Lunes,2023-09-11 14:00:00,63.50,20,566,16.7368,-97.4831,Oaxaca,114, 1.21, 0.00, 6.90,24.18, 6.24
San Mateo del Mar,Poco nuboso,6,Noreste,38.67,30.46,Lunes,2023-09-11 14:00:00,57.99,20,248,16.2097,-94.9819,Oaxaca,114, 0.00, 0.00,36.86,34.67,28.65
San Matías Tlalancaleca,Cielo cubierto,6,Este,89.77,11.46,Lunes,2023-09-11 14:00:00,31.87,21,134,19.3244,-98.4982,Puebla,114, 0.08, 0.00, 9.32,19.20, 9.23
San Melchor Betaza,Cielo nublado,6,Noreste,50.29,21.28,Lunes,2023-09-11 14:00:00,66.56,20,257,17.2524,-96.1544,Oaxaca,114, 0.00, 0.00, 7.86,24.20, 7.69
San Miguel Achiutla,Cielo cubierto,6,Sureste,116.79,16.56,Lunes,2023-09-11 14:00:00,50.80,20,258,17.3063,-97.4894,Oaxaca,114, 0.32, 0.00, 9.32,21.27, 7.28
San Miguel Ahuehuetitlán,Cielo cubierto,6,Noroeste,319.98,16.11,Lunes,2023-09-11 14:00:00,45.34,20,259,17.6713,-98.3208,Oaxaca,114, 0.05, 0.00, 5.56,21.62, 4.87
San Miguel Aloápam,Cielo cubierto,6,Noreste,25.87,18.05,Lunes,2023-09-11 14:00:00,60.33,20,260,17.4129,-96.6915,Oaxaca,114, 0.50, 0.00, 8.39,21.60, 8.06
San Miguel Amatitlán,Cielo cubierto,6,Oeste,279.21,18.28,Lunes,2023-09-11 14:00:00,35.27,20,261,17.8914,-98.0256,Oaxaca,114, 0.01, 0.00,12.40,25.71, 9.24
San Miguel Amatlán,Cielo cubierto,6,Este,74.24,19.35,Lunes,2023-09-11 14:00:00,62.25,20,262,17.2755,-96.4717,Oaxaca,114, 0.00, 0.00, 7.84,22.71, 7.43
San Miguel Chicahua,Cielo cubierto,6,Noreste,49.00,16.52,Lunes,2023-09-11 14:00:00,52.75,20,264,17.6369,-97.1949,Oaxaca,114, 0.11, 0.00,11.64,20.97, 9.59
San Miguel Chimalapa,Cielo nublado,6,Este,111.12,28.47,Lunes,2023-09-11 14:00:00,68.50,20,265,16.7145,-94.7482,Oaxaca,114, 1.50,65.73,23.51,31.47, 9.40
San Miguel Coatlán,Cielo cubierto,6,Sureste,132.42,22.05,Lunes,2023-09-11 14:00:00,71.40,20,263,16.1963,-96.6941,Oaxaca,114, 1.70,78.00, 8.16,24.48, 5.69
San Miguel Ejutla,Cielo cubierto,6,Este,91.92,21.68,Lunes,2023-09-11 14:00:00,47.95,20,268,16.5804,-96.7394,Oaxaca,114, 0.19, 0.00, 9.65,27.02, 5.84
San Miguel Huautla,Cielo cubierto,6,Noreste,45.34,18.00,Lunes,2023-09-11 14:00:00,48.90,20,270,17.7458,-97.1375,Oaxaca,114, 0.07, 0.00,10.37,23.05, 9.71
San Miguel Ixitlán,Cielo cubierto,6,Noroeste,314.75,17.61,Lunes,2023-09-11 14:00:00,26.98,21,135,17.9995,-97.7734,Puebla,114, 0.00, 0.00,11.60,26.97,10.11
San Miguel Mixtepec,Cielo cubierto,6,Sureste,156.61,19.60,Lunes,2023-09-11 14:00:00,59.03,20,271,16.7781,-96.9573,Oaxaca,114, 0.90, 0.00, 5.35,23.35, 3.72
San Miguel Panixtlahuaca,Cielo cubierto,6,Suroeste,244.87,25.36,Lunes,2023-09-11 14:00:00,70.71,20,272,16.2600,-97.3796,Oaxaca,114, 1.50,95.00, 9.10,27.93, 6.41
San Miguel Peras,Cielo cubierto,6,Este,109.93,18.29,Lunes,2023-09-11 14:00:00,59.52,20,273,16.9379,-97.0100,Oaxaca,114, 0.91, 0.00, 5.66,21.95, 4.01
San Miguel Piedras,Cielo cubierto,6,Oeste,248.93,18.56,Lunes,2023-09-11 14:00:00,52.23,20,274,16.9997,-97.2327,Oaxaca,114, 0.83, 0.00, 6.50,23.19, 2.64
San Miguel Quetzaltepec,Poco nuboso,6,Noreste,32.83,24.80,Lunes,2023-09-11 14:00:00,48.34,20,275,16.9755,-95.7617,Oaxaca,114, 0.23, 0.00,12.60,30.21, 8.81
San Miguel Santa Flor,Cielo cubierto,6,Noreste,55.57,20.57,Lunes,2023-09-11 14:00:00,50.90,20,276,17.9211,-96.7993,Oaxaca,114, 0.00, 0.00, 9.45,25.43, 8.16
San Miguel Soyaltepec,Cielo cubierto,6,Noreste,48.38,27.59,Lunes,2023-09-11 14:00:00,59.30,20,278,18.2404,-96.4036,Oaxaca,114, 0.00,53.40, 7.84,31.55, 6.26
San Miguel Suchixtepec,Cielo cubierto,6,Sureste,153.03,21.79,Lunes,2023-09-11 14:00:00,82.61,20,279,16.0940,-96.4664,Oaxaca,114, 1.96,95.00, 5.53,23.16, 5.10
San Miguel Tecomatlán,Cielo cubierto,6,Noreste,52.23,16.10,Lunes,2023-09-11 14:00:00,52.21,20,281,17.3940,-97.2680,Oaxaca,114, 0.16, 0.00,10.94,20.61, 8.35
San Miguel Tenango,Cielo nublado,6,Este,109.38,27.52,Lunes,2023-09-11 14:00:00,45.11,20,282,16.2673,-95.5925,Oaxaca,114, 0.07, 0.00,13.99,33.61, 9.53
San Miguel Tequixtepec,Cielo cubierto,6,Este,69.80,16.47,Lunes,2023-09-11 14:00:00,47.42,20,283,17.8029,-97.3417,Oaxaca,114, 0.08, 0.00,11.49,21.68,10.13
San Miguel Tilquiápam,Cielo cubierto,6,Este,108.09,21.29,Lunes,2023-09-11 14:00:00,50.68,20,284,16.7819,-96.5816,Oaxaca,114, 0.40, 0.00,11.67,26.21,10.22
San Miguel Tlacamama,Cielo nublado,6,Oeste,265.64,30.06,Lunes,2023-09-11 14:00:00,54.08,20,285,16.4167,-98.0632,Oaxaca,114, 0.13,30.00,10.36,34.80,10.14
San Miguel Tlacotepec,Cielo cubierto,6,Oeste,275.81,16.91,Lunes,2023-09-11 14:00:00,51.89,20,286,17.4536,-98.0072,Oaxaca,114, 0.60, 0.00, 7.80,21.49, 7.03
San Miguel Totolapan,Cielo cubierto,6,Sur,157.94,22.73,Lunes,2023-09-11 14:00:00,75.78,12,54,18.1613,-100.3908,Guerrero,114, 2.10,15.68, 5.91,24.78, 5.17
San Miguel Tulancingo,Cielo cubierto,6,Este,69.07,15.97,Lunes,2023-09-11 14:00:00,44.24,20,287,17.7512,-97.4415,Oaxaca,114, 0.09, 0.00,13.03,21.65,10.16
San Miguel Xoxtla,Cielo nublado,6,Suroeste,212.34,14.02,Lunes,2023-09-11 14:00:00,32.72,21,136,19.1683,-98.3097,Puebla,114, 0.02, 0.00, 9.03,21.74, 7.36
San Miguel Yotao,Cielo cubierto,6,Noreste,43.01,20.01,Lunes,2023-09-11 14:00:00,64.42,20,288,17.3705,-96.3372,Oaxaca,114, 0.80, 0.00, 8.42,23.14, 8.17
San Miguel de Allende,Despejado,6,Noreste,50.74,18.52,Lunes,2023-09-11 14:00:00,21.04,11,3,20.9040,-100.7134,Guanajuato,114, 0.00, 0.00,21.82,29.83,16.35
San Miguel de Horcasitas,Medio nublado,7,Suroeste,202.71,24.09,Lunes,2023-09-11 14:00:00,23.79,26,56,29.4886,-110.7271,Sonora,114, 0.00, 0.00,18.61,34.94,17.60
San Miguel del Puerto,Cielo nublado,6,Sur,177.74,26.54,Lunes,2023-09-11 14:00:00,65.30,20,266,15.9216,-96.1749,Oaxaca,114, 1.35,95.00,12.63,29.73,12.35
San Miguel del Río,Cielo cubierto,6,Noreste,43.67,17.61,Lunes,2023-09-11 14:00:00,66.33,20,267,17.3217,-96.5692,Oaxaca,114, 0.86, 0.00, 8.23,20.47, 7.41
San Miguel el Alto,Despejado,6,Noreste,65.34,18.80,Lunes,2023-09-11 14:00:00,28.57,14,78,21.0306,-102.3981,Jalisco,114, 0.00, 0.00,18.72,27.84, 7.51
San Miguel el Grande,Cielo cubierto,6,Sur,179.87,18.16,Lunes,2023-09-11 14:00:00,61.05,20,269,17.0467,-97.6222,Oaxaca,114, 0.77, 0.00, 6.47,21.62, 5.80
San Nicolás,Cielo cubierto,6,Este,84.09,21.34,Lunes,2023-09-11 14:00:00,52.80,20,289,16.4160,-96.7408,Oaxaca,114, 0.67,50.00, 9.97,25.95, 4.59
San Nicolás Buenos Aires,Poco nuboso,6,Oeste,277.17,15.15,Lunes,2023-09-11 14:00:00,36.18,21,137,19.1619,-97.5484,Puebla,114, 0.18, 0.00, 9.88,22.25, 9.50
San Nicolás Hidalgo,Cielo cubierto,6,Noroeste,305.34,17.55,Lunes,2023-09-11 14:00:00,39.44,20,290,17.7829,-98.1426,Oaxaca,114, 0.01, 0.00, 8.28,24.13, 6.70
San Nicolás Tolentino,Despejado,6,Este,80.00,20.69,Lunes,2023-09-11 14:00:00,26.68,24,30,22.2485,-100.5521,San Luis Potosí,114, 0.00, 0.00,22.55,30.37,21.69
San Nicolás de los Garza,Despejado,6,Este,112.17,23.46,Lunes,2023-09-11 14:00:00,19.94,19,46,25.7553,-100.2896,Nuevo León,114, 0.00, 0.00,22.90,35.65,21.60
San Nicolás de los Ranchos,Cielo nublado,6,Sureste,143.55,13.05,Lunes,2023-09-11 14:00:00,38.40,21,138,19.0726,-98.4857,Puebla,114, 0.10, 0.00,11.53,19.60, 9.04
San Pablo Anicano,Cielo cubierto,6,Oeste,247.85,19.55,Lunes,2023-09-11 14:00:00,32.47,21,139,18.1245,-98.0840,Puebla,114, 0.00, 0.00,11.62,27.67, 7.30
San Pablo Coatlán,Cielo cubierto,6,Sureste,155.27,23.10,Lunes,2023-09-11 14:00:00,68.30,20,291,16.2240,-96.7830,Oaxaca,114, 1.36,95.00, 8.72,25.88, 5.75
San Pablo Cuatro Venados,Cielo cubierto,6,Este,81.72,19.88,Lunes,2023-09-11 14:00:00,51.81,20,292,16.9827,-96.8911,Oaxaca,114, 0.70, 0.00, 6.08,24.58, 4.11
San Pablo Etla,Cielo cubierto,6,Noreste,48.01,19.69,Lunes,2023-09-11 14:00:00,55.05,20,293,17.1455,-96.7645,Oaxaca,114, 0.51, 0.00, 6.63,23.94, 4.93
San Pablo Huitzo,Cielo cubierto,6,Norte,10.39,17.73,Lunes,2023-09-11 14:00:00,59.41,20,294,17.2774,-96.8845,Oaxaca,114, 0.38, 0.00, 8.56,21.38, 7.92
San Pablo Huixtepec,Cielo cubierto,6,Este,101.71,21.31,Lunes,2023-09-11 14:00:00,46.39,20,295,16.8267,-96.7810,Oaxaca,114, 0.35, 0.00, 6.77,26.88, 3.87
San Pablo Macuiltianguis,Cielo cubierto,6,Noreste,38.46,19.04,Lunes,2023-09-11 14:00:00,59.05,20,296,17.5343,-96.5536,Oaxaca,114, 0.56, 0.00, 9.69,22.77, 8.35
San Pablo Tijaltepec,Cielo cubierto,6,Sur,191.25,18.36,Lunes,2023-09-11 14:00:00,54.28,20,297,17.0177,-97.5000,Oaxaca,114, 0.77, 0.00, 6.01,22.68, 5.77
San Pablo Villa de Mitla,Cielo nublado,6,Este,76.40,20.95,Lunes,2023-09-11 14:00:00,58.66,20,298,16.9219,-96.3622,Oaxaca,114, 0.65, 0.00,10.80,24.79, 9.71
San Pablo Yaganiza,Cielo nublado,6,Noreste,55.38,20.48,Lunes,2023-09-11 14:00:00,64.99,20,299,17.1461,-96.2296,Oaxaca,114, 0.73, 0.00, 9.43,23.56, 9.26
San Pablo del Monte,Medio nublado,6,Sur,170.92,13.36,Lunes,2023-09-11 14:00:00,33.59,29,25,19.1197,-98.1704,Tlaxcala,114, 0.00, 0.00, 9.00,20.85, 7.85
San Pedro,Despejado,6,Este,112.15,20.86,Lunes,2023-09-11 14:00:00,16.87,5,33,25.7578,-102.9832,Coahuila,114, 0.00, 0.00,18.40,34.09, 9.92
San Pedro Amuzgos,Cielo nublado,6,Oeste,256.06,27.69,Lunes,2023-09-11 14:00:00,59.83,20,300,16.6539,-98.0899,Oaxaca,114, 0.37,45.00, 6.70,31.57, 6.57
San Pedro Apóstol,Cielo cubierto,6,Este,105.80,21.70,Lunes,2023-09-11 14:00:00,44.50,20,301,16.7351,-96.7260,Oaxaca,114, 0.17, 0.00, 7.20,27.60, 3.80
San Pedro Atoyac,Cielo nublado,6,Oeste,280.45,28.34,Lunes,2023-09-11 14:00:00,59.53,20,302,16.4891,-97.9870,Oaxaca,114, 0.56,85.00, 7.40,32.28, 6.35
San Pedro Cajonos,Cielo nublado,6,Noreste,55.38,20.48,Lunes,2023-09-11 14:00:00,64.99,20,303,17.1687,-96.2606,Oaxaca,114, 0.73, 0.00, 9.43,23.56, 9.26
San Pedro Cholula,Cielo nublado,6,Sur,176.15,14.07,Lunes,2023-09-11 14:00:00,34.14,21,140,19.0625,-98.3075,Puebla,114, 0.02, 0.00,10.92,21.50, 9.04
San Pedro Comitancillo,Poco nuboso,6,Noreste,28.20,30.01,Lunes,2023-09-11 14:00:00,37.74,20,305,16.4903,-95.1599,Oaxaca,114, 0.00, 0.00,25.50,37.61,25.22
San Pedro Coxcaltepec Cántaros,Cielo cubierto,6,Noreste,32.19,17.06,Lunes,2023-09-11 14:00:00,52.41,20,304,17.4988,-97.1358,Oaxaca,114, 0.14, 0.00,11.31,21.58, 9.98
San Pedro Garza García,Despejado,6,Este,92.57,21.06,Lunes,2023-09-11 14:00:00,23.31,19,19,25.6652,-100.4025,Nuevo León,114, 0.00, 0.00,17.55,31.81,17.44
San Pedro Huamelula,Medio nublado,6,Sur,188.71,27.76,Lunes,2023-09-11 14:00:00,58.96,20,307,16.0290,-95.6689,Oaxaca,114, 0.52,60.68,17.02,31.79,15.86
San Pedro Huilotepec,Poco nuboso,6,Noreste,33.10,30.63,Lunes,2023-09-11 14:00:00,48.52,20,308,16.2437,-95.1529,Oaxaca,114, 0.00, 0.00,32.54,36.25,28.83
San Pedro Ixcatlán,Cielo cubierto,6,Noreste,55.60,26.12,Lunes,2023-09-11 14:00:00,58.33,20,309,18.1457,-96.5106,Oaxaca,114, 0.00,40.00, 6.40,30.15, 6.37
San Pedro Ixtlahuaca,Cielo cubierto,6,Este,67.97,20.40,Lunes,2023-09-11 14:00:00,49.27,20,310,17.0633,-96.8201,Oaxaca,114, 0.57, 0.00, 6.14,25.49, 4.28
San Pedro Jaltepetongo,Cielo cubierto,6,Noreste,25.91,19.31,Lunes,2023-09-11 14:00:00,48.12,20,311,17.6878,-97.0349,Oaxaca,114, 0.10, 0.00, 9.71,24.53, 9.64
San Pedro Jicayán,Cielo nublado,6,Oeste,275.48,29.44,Lunes,2023-09-11 14:00:00,55.76,20,312,16.4522,-98.0152,Oaxaca,114, 0.27,85.00, 9.07,33.92, 8.16
San Pedro Jocotipac,Cielo cubierto,6,Noreste,32.46,18.85,Lunes,2023-09-11 14:00:00,48.19,20,313,17.7686,-97.0802,Oaxaca,114, 0.10, 0.00, 9.99,24.04, 9.66
San Pedro Juchatengo,Cielo cubierto,6,Suroeste,231.99,22.21,Lunes,2023-09-11 14:00:00,74.12,20,314,16.3410,-97.0873,Oaxaca,114, 1.57,95.00, 5.29,24.37, 3.75
San Pedro Lagunillas,Poco nuboso,7,Noroeste,303.38,25.87,Lunes,2023-09-11 14:00:00,52.93,18,13,21.2219,-104.7511,Nayarit,114, 0.79, 0.00, 8.96,30.68, 8.23
San Pedro Mixtepec Dto. 22,Cielo nublado,6,Suroeste,227.93,26.51,Lunes,2023-09-11 14:00:00,66.53,20,318,15.9826,-97.0838,Oaxaca,114, 0.97,72.50,13.87,29.56,12.54
San Pedro Mixtepec Dto. 26,Cielo cubierto,6,Este,86.91,20.29,Lunes,2023-09-11 14:00:00,70.12,20,319,16.2718,-96.2827,Oaxaca,114, 1.28,12.00, 9.00,22.82, 7.75
San Pedro Molinos,Cielo cubierto,6,Sur,165.21,17.63,Lunes,2023-09-11 14:00:00,55.41,20,320,17.1046,-97.5411,Oaxaca,114, 0.53, 0.00, 6.83,21.77, 6.04
San Pedro Mártir,Cielo cubierto,6,Este,104.24,21.65,Lunes,2023-09-11 14:00:00,47.20,20,315,16.7445,-96.7122,Oaxaca,114, 0.00, 0.00, 9.01,27.10, 6.45
San Pedro Mártir Quiechapa,Cielo cubierto,6,Este,67.74,21.26,Lunes,2023-09-11 14:00:00,56.11,20,316,16.4152,-96.2475,Oaxaca,114, 0.47, 0.00,14.10,25.45, 8.67
San Pedro Mártir Yucuxaco,Cielo cubierto,6,Sur,198.26,16.36,Lunes,2023-09-11 14:00:00,47.71,20,317,17.4326,-97.6101,Oaxaca,114, 0.31, 0.00, 8.67,21.52, 8.24
San Pedro Nopala,Cielo cubierto,6,Este,108.67,16.28,Lunes,2023-09-11 14:00:00,36.36,20,321,17.8063,-97.5413,Oaxaca,114, 0.04, 0.00,12.84,23.38,10.45
San Pedro Ocopetatillo,Cielo cubierto,6,Este,71.84,21.43,Lunes,2023-09-11 14:00:00,46.09,20,322,18.1849,-96.9132,Oaxaca,114, 0.00, 0.00, 9.00,27.05, 8.09
San Pedro Ocotepec,Medio nublado,6,Noreste,38.95,24.21,Lunes,2023-09-11 14:00:00,50.76,20,323,16.9554,-95.8468,Oaxaca,114, 0.23, 0.00,10.90,29.23, 8.54
San Pedro Pochutla,Cielo cubierto,6,Sur,201.18,27.71,Lunes,2023-09-11 14:00:00,60.32,20,324,15.7463,-96.4652,Oaxaca,114, 1.43,91.25,13.14,31.55,12.72
San Pedro Quiatoni,Medio nublado,6,Noreste,62.69,23.73,Lunes,2023-09-11 14:00:00,46.78,20,325,16.7832,-96.0316,Oaxaca,114, 0.32, 0.00,11.50,29.35, 8.46
San Pedro Sochiápam,Cielo cubierto,6,Noreste,48.20,21.42,Lunes,2023-09-11 14:00:00,50.58,20,326,17.8251,-96.6644,Oaxaca,114, 0.17, 0.00, 9.01,26.36, 7.32
San Pedro Tapanatepec,Poco nuboso,6,Sur,182.73,30.41,Lunes,2023-09-11 14:00:00,58.30,20,327,16.3672,-94.1938,Oaxaca,114, 1.08,15.76,12.09,34.59,11.79
San Pedro Taviche,Cielo cubierto,6,Este,91.16,21.74,Lunes,2023-09-11 14:00:00,49.36,20,328,16.6378,-96.5376,Oaxaca,114, 0.18, 0.00,13.71,26.86,11.39
San Pedro Teozacoalco,Cielo cubierto,6,Oeste,267.08,18.71,Lunes,2023-09-11 14:00:00,51.57,20,329,17.0171,-97.2861,Oaxaca,114, 0.82, 0.00, 6.48,23.42, 2.67
San Pedro Teutila,Cielo cubierto,6,Noreste,44.04,23.13,Lunes,2023-09-11 14:00:00,56.29,20,330,17.9770,-96.7057,Oaxaca,114, 0.04, 0.00, 8.77,27.34, 7.46
San Pedro Tidaá,Cielo cubierto,6,Este,85.76,16.44,Lunes,2023-09-11 14:00:00,50.94,20,331,17.3408,-97.3773,Oaxaca,114, 0.25, 0.00, 9.94,21.13, 7.62
San Pedro Tlaquepaque,Despejado,6,Este,103.92,20.81,Lunes,2023-09-11 14:00:00,28.18,14,98,20.6386,-103.3072,Jalisco,114, 0.00, 0.00,12.96,30.08, 3.39
San Pedro Topiltepec,Cielo cubierto,6,Noreste,66.46,15.73,Lunes,2023-09-11 14:00:00,52.55,20,332,17.4372,-97.3437,Oaxaca,114, 0.23, 0.00,11.33,20.18, 8.32
San Pedro Totolápam,Cielo nublado,6,Este,80.40,22.83,Lunes,2023-09-11 14:00:00,48.17,20,333,16.6664,-96.3019,Oaxaca,114, 0.13, 0.00,12.99,28.18, 8.74
San Pedro Yaneri,Cielo cubierto,6,Noreste,41.00,19.90,Lunes,2023-09-11 14:00:00,61.42,20,335,17.4194,-96.3546,Oaxaca,114, 0.72, 0.00, 8.91,23.37, 8.13
San Pedro Yeloixtlahuaca,Cielo cubierto,6,Oeste,252.70,19.20,Lunes,2023-09-11 14:00:00,33.28,21,141,18.1171,-98.0781,Puebla,114, 0.00, 0.00,14.10,27.12, 9.81
San Pedro Yucunama,Cielo cubierto,6,Noreste,60.92,15.70,Lunes,2023-09-11 14:00:00,49.85,20,341,17.5610,-97.4826,Oaxaca,114, 0.30, 0.00,11.93,20.52, 8.83
San Pedro Yólox,Cielo cubierto,6,Noreste,40.76,20.39,Lunes,2023-09-11 14:00:00,55.43,20,336,17.5884,-96.5516,Oaxaca,114, 0.37, 0.00, 9.53,24.62, 7.78
San Pedro de la Cueva,Poco nuboso,7,Suroeste,234.72,25.12,Lunes,2023-09-11 14:00:00,26.20,26,57,29.2864,-109.7359,Sonora,114, 0.00, 0.00,19.39,35.30,18.40
San Pedro del Gallo,Despejado,6,Este,87.26,17.71,Lunes,2023-09-11 14:00:00,16.92,10,30,25.5659,-104.2928,Durango,114, 0.00, 0.00,14.76,30.60,13.07
San Pedro el Alto,Cielo cubierto,6,Sur,178.33,22.46,Lunes,2023-09-11 14:00:00,84.51,20,306,16.0336,-96.4737,Oaxaca,114, 2.00,95.00, 5.59,23.68, 4.67
San Pedro y San Pablo Ayutla,Cielo nublado,6,Noreste,55.42,21.21,Lunes,2023-09-11 14:00:00,63.90,20,337,17.0272,-96.0771,Oaxaca,114, 0.65, 0.00,10.24,24.43, 8.90
San Pedro y San Pablo Teposcolula,Cielo cubierto,6,Este,72.71,15.75,Lunes,2023-09-11 14:00:00,50.18,20,339,17.5121,-97.4882,Oaxaca,114, 0.30, 0.00,11.56,20.53, 8.96
